ID_Projet,Client,Description,Statut,Date_Début,Jours_écoulés,Etat,Inactivité,Action_suggérée,Type_Action,Email
PRJ-0210,Client_11,Projet de service 210,Finalisé,2026-02-18,-174,Terminé,Non,Aucune action,Aucune,client_11@gmail.com
PRJ-0211,Client_12,Projet de service 211,En attente,2026-02-21,-177,Pas encore débuté,Non,Attente de réponse client,Faible,client_12@gmail.com
PRJ-0212,Client_13,Projet de service 212,Suspendu,2026-02-24,-180,Pas encore débuté,Non,Attente de réponse client,Faible,client_13@gmail.com
PRJ-0213,Client_14,Projet de service 213,En cours,2026-02-27,-183,Pas encore débuté,Non,Attente de réponse client,Faible,client_14@gmail.com
PRJ-0214,Client_15,Projet de service 214,Finalisé,2026-03-02,-186,Terminé,Non,Aucune action,Aucune,client_15@gmail.com
PRJ-0215,Client_16,Projet de service 215,En attente,2026-03-05,-189,Pas encore débuté,Non,Attente de réponse client,Faible,client_16@gmail.com
PRJ-0216,Client_17,Projet de service 216,Suspendu,2026-03-08,-192,Pas encore débuté,Non,Attente de réponse client,Faible,client_17@gmail.com
PRJ-0217,Client_18,Projet de service 217,En cours,2026-03-11,-195,Pas encore débuté,Non,Attente de réponse client,Faible,client_18@gmail.com
PRJ-0218,Client_19,Projet de service 218,Finalisé,2026-03-14,-198,Terminé,Non,Aucune action,Aucune,client_19@gmail.com
PRJ-0219,Client_20,Projet de service 219,En attente,2026-03-17,-201,Pas encore débuté,Non,Attente de réponse client,Faible,client_20@gmail.com
PRJ-0220,Client_21,Projet de service 220,Suspendu,2026-03-20,-204,Pas encore débuté,Non,Attente de réponse client,Faible,client_21@gmail.com
PRJ-0221,Client_22,Projet de service 221,En cours,2026-03-23,-207,Pas encore débuté,Non,Attente de réponse client,Faible,client_22@gmail.com
PRJ-0222,Client_23,Projet de service 222,Finalisé,2026-03-26,-210,Terminé,Non,Aucune action,Aucune,client_23@gmail.com
PRJ-0223,Client_24,Projet de service 223,En attente,2026-03-29,-213,Pas encore débuté,Non,Attente de réponse client,Faible,client_24@gmail.com
PRJ-0224,Client_25,Projet de service 224,Suspendu,2026-04-01,-216,Pas encore débuté,Non,Attente de réponse client,Faible,client_25@gmail.com
PRJ-0225,Client_26,Projet de service 225,En cours,2026-04-04,-219,Pas encore débuté,Non,Attente de réponse client,Faible,client_26@gmail.com
PRJ-0226,Client_27,Projet de service 226,Finalisé,2026-04-07,-222,Terminé,Non,Aucune action,Aucune,client_27@gmail.com
PRJ-0227,Client_28,Projet de service 227,En attente,2026-04-10,-225,Pas encore débuté,Non,Attente de réponse client,Faible,client_28@gmail.com
PRJ-0228,Client_29,Projet de service 228,Suspendu,2026-04-13,-228,Pas encore débuté,Non,Attente de réponse client,Faible,client_29@gmail.com
PRJ-0229,Client_30,Projet de service 229,En cours,2026-04-16,-231,Pas encore débuté,Non,Attente de réponse client,Faible,client_30@gmail.com
PRJ-0230,Client_31,Projet de service 230,Finalisé,2026-04-19,-234,Terminé,Non,Aucune action,Aucune,client_31@gmail.com
PRJ-0231,Client_32,Projet de service 231,En attente,2026-04-22,-237,Pas encore débuté,Non,Attente de réponse client,Faible,client_32@gmail.com
PRJ-0232,Client_33,Projet de service 232,Suspendu,2026-04-25,-240,Pas encore débuté,Non,Attente de réponse client,Faible,client_33@gmail.com
PRJ-0233,Client_34,Projet de service 233,En cours,2026-04-28,-243,Pas encore débuté,Non,Attente de réponse client,Faible,client_34@gmail.com
PRJ-0234,Client_35,Projet de service 234,Finalisé,2026-05-01,-246,Terminé,Non,Aucune action,Aucune,client_35@gmail.com
PRJ-0235,Client_36,Projet de service 235,En attente,2026-05-04,-249,Pas encore débuté,Non,Attente de réponse client,Faible,client_36@gmail.com
PRJ-0236,Client_37,Projet de service 236,Suspendu,2026-05-07,-252,Pas encore débuté,Non,Attente de réponse client,Faible,client_37@gmail.com
PRJ-0237,Client_38,Projet de service 237,En cours,2026-05-10,-255,Pas encore débuté,Non,Attente de réponse client,Faible,client_38@gmail.com
PRJ-0238,Client_39,Projet de service 238,Finalisé,2026-05-13,-258,Terminé,Non,Aucune action,Aucune,client_39@gmail.com
PRJ-0239,Client_40,Projet de service 239,En attente,2026-05-16,-261,Pas encore débuté,Non,Attente de réponse client,Faible,client_40@gmail.com
PRJ-0240,Client_41,Projet de service 240,Suspendu,2026-05-19,-264,Pas encore débuté,Non,Attente de réponse client,Faible,client_41@gmail.com
PRJ-0241,Client_42,Projet de service 241,En cours,2026-05-22,-267,Pas encore débuté,Non,Attente de réponse client,Faible,client_42@gmail.com
PRJ-0242,Client_43,Projet de service 242,Finalisé,2026-05-25,-270,Terminé,Non,Aucune action,Aucune,client_43@gmail.com
PRJ-0243,Client_44,Projet de service 243,En attente,2026-05-28,-273,Pas encore débuté,Non,Attente de réponse client,Faible,client_44@gmail.com
PRJ-0244,Client_45,Projet de service 244,Suspendu,2026-05-31,-276,Pas encore débuté,Non,Attente de réponse client,Faible,client_45@gmail.com
PRJ-0245,Client_46,Projet de service 245,En cours,2026-06-03,-279,Pas encore débuté,Non,Attente de réponse client,Faible,client_46@gmail.com
PRJ-0246,Client_47,Projet de service 246,Finalisé,2026-06-06,-282,Terminé,Non,Aucune action,Aucune,client_47@gmail.com
PRJ-0247,Client_48,Projet de service 247,En attente,2026-06-09,-285,Pas encore débuté,Non,Attente de réponse client,Faible,client_48@gmail.com
PRJ-0248,Client_49,Projet de service 248,Suspendu,2026-06-12,-288,Pas encore débuté,Non,Attente de réponse client,Faible,client_49@gmail.com
PRJ-0249,Client_50,Projet de service 249,En cours,2026-06-15,-291,Pas encore débuté,Non,Attente de réponse client,Faible,client_50@gmail.com
PRJ-0250,Client_51,Projet de service 250,Finalisé,2026-06-18,-294,Terminé,Non,Aucune action,Aucune,client_51@gmail.com
PRJ-0251,Client_52,Projet de service 251,En attente,2026-06-21,-297,Pas encore débuté,Non,Attente de réponse client,Faible,client_52@gmail.com
PRJ-0252,Client_53,Projet de service 252,Suspendu,2026-06-24,-300,Pas encore débuté,Non,Attente de réponse client,Faible,client_53@gmail.com
PRJ-0253,Client_54,Projet de service 253,En cours,2026-06-27,-303,Pas encore débuté,Non,Attente de réponse client,Faible,client_54@gmail.com
PRJ-0254,Client_55,Projet de service 254,Finalisé,2026-06-30,-306,Terminé,Non,Aucune action,Aucune,client_55@gmail.com
PRJ-0255,Client_56,Projet de service 255,En attente,2026-07-03,-309,Pas encore débuté,Non,Attente de réponse client,Faible,client_56@gmail.com
PRJ-0256,Client_57,Projet de service 256,Suspendu,2026-07-06,-312,Pas encore débuté,Non,Attente de réponse client,Faible,client_57@gmail.com
PRJ-0257,Client_58,Projet de service 257,En cours,2026-07-09,-315,Pas encore débuté,Non,Attente de réponse client,Faible,client_58@gmail.com
PRJ-0258,Client_59,Projet de service 258,Finalisé,2026-07-12,-318,Terminé,Non,Aucune action,Aucune,client_59@gmail.com
PRJ-0259,Client_60,Projet de service 259,En attente,2026-07-15,-321,Pas encore débuté,Non,Attente de réponse client,Faible,client_60@gmail.com
PRJ-0260,Client_61,Projet de service 260,Suspendu,2026-07-18,-324,Pas encore débuté,Non,Attente de réponse client,Faible,client_61@gmail.com
PRJ-0261,Client_62,Projet de service 261,En cours,2026-07-21,-327,Pas encore débuté,Non,Attente de réponse client,Faible,client_62@gmail.com
PRJ-0262,Client_63,Projet de service 262,Finalisé,2026-07-24,-330,Terminé,Non,Aucune action,Aucune,client_63@gmail.com
PRJ-0263,Client_64,Projet de service 263,En attente,2026-07-27,-333,Pas encore débuté,Non,Attente de réponse client,Faible,client_64@gmail.com
PRJ-0264,Client_65,Projet de service 264,Suspendu,2026-07-30,-336,Pas encore débuté,Non,Attente de réponse client,Faible,client_65@gmail.com
PRJ-0265,Client_66,Projet de service 265,En cours,2026-08-02,-339,Pas encore débuté,Non,Attente de réponse client,Faible,client_66@gmail.com
PRJ-0266,Client_67,Projet de service 266,Finalisé,2026-08-05,-342,Terminé,Non,Aucune action,Aucune,client_67@gmail.com
PRJ-0267,Client_68,Projet de service 267,En attente,2026-08-08,-345,Pas encore débuté,Non,Attente de réponse client,Faible,client_68@gmail.com
PRJ-0268,Client_69,Projet de service 268,Suspendu,2026-08-11,-348,Pas encore débuté,Non,Attente de réponse client,Faible,client_69@gmail.com
PRJ-0269,Client_70,Projet de service 269,En cours,2026-08-14,-351,Pas encore débuté,Non,Attente de réponse client,Faible,client_70@gmail.com
PRJ-0270,Client_71,Projet de service 270,Finalisé,2026-08-17,-354,Terminé,Non,Aucune action,Aucune,client_71@gmail.com
PRJ-0271,Client_72,Projet de service 271,En attente,2026-08-20,-357,Pas encore débuté,Non,Attente de réponse client,Faible,client_72@gmail.com
PRJ-0272,Client_73,Projet de service 272,Suspendu,2026-08-23,-360,Pas encore débuté,Non,Attente de réponse client,Faible,client_73@gmail.com
PRJ-0273,Client_74,Projet de service 273,En cours,2026-08-26,-363,Pas encore débuté,Non,Attente de réponse client,Faible,client_74@gmail.com
PRJ-0274,Client_75,Projet de service 274,Finalisé,2026-08-29,-366,Terminé,Non,Aucune action,Aucune,client_75@gmail.com
PRJ-0275,Client_76,Projet de service 275,En attente,2026-09-01,-369,Pas encore débuté,Non,Attente de réponse client,Faible,client_76@gmail.com
PRJ-0276,Client_77,Projet de service 276,Suspendu,2026-09-04,-372,Pas encore débuté,Non,Attente de réponse client,Faible,client_77@gmail.com
PRJ-0277,Client_78,Projet de service 277,En cours,2026-09-07,-375,Pas encore débuté,Non,Attente de réponse client,Faible,client_78@gmail.com
PRJ-0278,Client_79,Projet de service 278,Finalisé,2026-09-10,-378,Terminé,Non,Aucune action,Aucune,client_79@gmail.com
PRJ-0279,Client_80,Projet de service 279,En attente,2026-09-13,-381,Pas encore débuté,Non,Attente de réponse client,Faible,client_80@gmail.com
PRJ-0280,Client_81,Projet de service 280,Suspendu,2026-09-16,-384,Pas encore débuté,Non,Attente de réponse client,Faible,client_81@gmail.com
PRJ-0281,Client_82,Projet de service 281,En cours,2026-09-19,-387,Pas encore débuté,Non,Attente de réponse client,Faible,client_82@gmail.com
PRJ-0282,Client_83,Projet de service 282,Finalisé,2026-09-22,-390,Terminé,Non,Aucune action,Aucune,client_83@gmail.com
PRJ-0283,Client_84,Projet de service 283,En attente,2026-09-25,-393,Pas encore débuté,Non,Attente de réponse client,Faible,client_84@gmail.com
PRJ-0284,Client_85,Projet de service 284,Suspendu,2026-09-28,-396,Pas encore débuté,Non,Attente de réponse client,Faible,client_85@gmail.com
PRJ-0285,Client_86,Projet de service 285,En cours,2026-10-01,-399,Pas encore débuté,Non,Attente de réponse client,Faible,client_86@gmail.com
PRJ-0286,Client_87,Projet de service 286,Finalisé,2026-10-04,-402,Terminé,Non,Aucune action,Aucune,client_87@gmail.com
PRJ-0287,Client_88,Projet de service 287,En attente,2026-10-07,-405,Pas encore débuté,Non,Attente de réponse client,Faible,client_88@gmail.com
PRJ-0288,Client_89,Projet de service 288,Suspendu,2026-10-10,-408,Pas encore débuté,Non,Attente de réponse client,Faible,client_89@gmail.com
PRJ-0289,Client_90,Projet de service 289,En cours,2026-10-13,-411,Pas encore débuté,Non,Attente de réponse client,Faible,client_90@gmail.com
PRJ-0290,Client_91,Projet de service 290,Finalisé,2026-10-16,-414,Terminé,Non,Aucune action,Aucune,client_91@gmail.com
PRJ-0291,Client_92,Projet de service 291,En attente,2026-10-19,-417,Pas encore débuté,Non,Attente de réponse client,Faible,client_92@gmail.com
PRJ-0292,Client_93,Projet de service 292,Suspendu,2026-10-22,-420,Pas encore débuté,Non,Attente de réponse client,Faible,client_93@gmail.com
PRJ-0293,Client_94,Projet de service 293,En cours,2026-10-25,-423,Pas encore débuté,Non,Attente de réponse client,Faible,client_94@gmail.com
PRJ-0294,Client_95,Projet de service 294,Finalisé,2026-10-28,-426,Terminé,Non,Aucune action,Aucune,client_95@gmail.com
PRJ-0295,Client_96,Projet de service 295,En attente,2026-10-31,-429,Pas encore débuté,Non,Attente de réponse client,Faible,client_96@gmail.com
PRJ-0296,Client_97,Projet de service 296,Suspendu,2026-11-03,-432,Pas encore débuté,Non,Attente de réponse client,Faible,client_97@gmail.com
PRJ-0297,Client_98,Projet de service 297,En cours,2026-11-06,-435,Pas encore débuté,Non,Attente de réponse client,Faible,client_98@gmail.com
PRJ-0298,Client_99,Projet de service 298,Finalisé,2026-11-09,-438,Terminé,Non,Aucune action,Aucune,client_99@gmail.com
PRJ-0299,Client_100,Projet de service 299,En attente,2026-11-12,-441,Pas encore débuté,Non,Attente de réponse client,Faible,client_100@gmail.com
PRJ-0300,Client_101,Projet de service 300,Suspendu,2026-11-15,-444,Pas encore débuté,Non,Attente de réponse client,Faible,client_101@gmail.com
PRJ-0301,Client_102,Projet de service 301,En cours,2026-11-18,-447,Pas encore débuté,Non,Attente de réponse client,Faible,client_102@gmail.com
PRJ-0302,Client_103,Projet de service 302,Finalisé,2026-11-21,-450,Terminé,Non,Aucune action,Aucune,client_103@gmail.com
PRJ-0303,Client_104,Projet de service 303,En attente,2026-11-24,-453,Pas encore débuté,Non,Attente de réponse client,Faible,client_104@gmail.com
PRJ-0304,Client_105,Projet de service 304,Suspendu,2026-11-27,-456,Pas encore débuté,Non,Attente de réponse client,Faible,client_105@gmail.com
PRJ-0305,Client_106,Projet de service 305,En cours,2026-11-30,-459,Pas encore débuté,Non,Attente de réponse client,Faible,client_106@gmail.com
PRJ-0306,Client_107,Projet de service 306,Finalisé,2026-12-03,-462,Terminé,Non,Aucune action,Aucune,client_107@gmail.com
PRJ-0307,Client_108,Projet de service 307,En attente,2026-12-06,-465,Pas encore débuté,Non,Attente de réponse client,Faible,client_108@gmail.com
PRJ-0308,Client_109,Projet de service 308,Suspendu,2026-12-09,-468,Pas encore débuté,Non,Attente de réponse client,Faible,client_109@gmail.com
PRJ-0309,Client_110,Projet de service 309,En cours,2026-12-12,-471,Pas encore débuté,Non,Attente de réponse client,Faible,client_110@gmail.com
PRJ-0310,Client_111,Projet de service 310,Finalisé,2026-12-15,-474,Terminé,Non,Aucune action,Aucune,client_111@gmail.com
PRJ-0311,Client_112,Projet de service 311,En attente,2026-12-18,-477,Pas encore débuté,Non,Attente de réponse client,Faible,client_112@gmail.com
PRJ-0312,Client_113,Projet de service 312,Suspendu,2026-12-21,-480,Pas encore débuté,Non,Attente de réponse client,Faible,client_113@gmail.com
PRJ-0313,Client_114,Projet de service 313,En cours,2026-12-24,-483,Pas encore débuté,Non,Attente de réponse client,Faible,client_114@gmail.com
PRJ-0314,Client_115,Projet de service 314,Finalisé,2026-12-27,-486,Terminé,Non,Aucune action,Aucune,client_115@gmail.com
PRJ-0315,Client_116,Projet de service 315,En attente,2026-12-30,-489,Pas encore débuté,Non,Attente de réponse client,Faible,client_116@gmail.com
PRJ-0316,Client_117,Projet de service 316,Suspendu,2027-01-02,-492,Pas encore débuté,Non,Attente de réponse client,Faible,client_117@gmail.com
PRJ-0317,Client_118,Projet de service 317,En cours,2027-01-05,-495,Pas encore débuté,Non,Attente de réponse client,Faible,client_118@gmail.com
PRJ-0318,Client_119,Projet de service 318,Finalisé,2027-01-08,-498,Terminé,Non,Aucune action,Aucune,client_119@gmail.com
PRJ-0319,Client_120,Projet de service 319,En attente,2027-01-11,-501,Pas encore débuté,Non,Attente de réponse client,Faible,client_120@gmail.com
PRJ-0320,Client_121,Projet de service 320,Suspendu,2027-01-14,-504,Pas encore débuté,Non,Attente de réponse client,Faible,client_121@gmail.com
PRJ-0321,Client_122,Projet de service 321,En cours,2027-01-17,-507,Pas encore débuté,Non,Attente de réponse client,Faible,client_122@gmail.com
PRJ-0322,Client_123,Projet de service 322,Finalisé,2027-01-20,-510,Terminé,Non,Aucune action,Aucune,client_123@gmail.com
PRJ-0323,Client_124,Projet de service 323,En attente,2027-01-23,-513,Pas encore débuté,Non,Attente de réponse client,Faible,client_124@gmail.com
PRJ-0324,Client_125,Projet de service 324,Suspendu,2027-01-26,-516,Pas encore débuté,Non,Attente de réponse client,Faible,client_125@gmail.com
PRJ-0325,Client_126,Projet de service 325,En cours,2027-01-29,-519,Pas encore débuté,Non,Attente de réponse client,Faible,client_126@gmail.com
PRJ-0326,Client_127,Projet de service 326,Finalisé,2027-02-01,-522,Terminé,Non,Aucune action,Aucune,client_127@gmail.com
PRJ-0327,Client_128,Projet de service 327,En attente,2027-02-04,-525,Pas encore débuté,Non,Attente de réponse client,Faible,client_128@gmail.com
PRJ-0328,Client_129,Projet de service 328,Suspendu,2027-02-07,-528,Pas encore débuté,Non,Attente de réponse client,Faible,client_129@gmail.com
PRJ-0329,Client_130,Projet de service 329,En cours,2027-02-10,-531,Pas encore débuté,Non,Attente de réponse client,Faible,client_130@gmail.com
PRJ-0330,Client_131,Projet de service 330,Finalisé,2027-02-13,-534,Terminé,Non,Aucune action,Aucune,client_131@gmail.com
PRJ-0331,Client_132,Projet de service 331,En attente,2027-02-16,-537,Pas encore débuté,Non,Attente de réponse client,Faible,client_132@gmail.com
PRJ-0332,Client_133,Projet de service 332,Suspendu,2027-02-19,-540,Pas encore débuté,Non,Attente de réponse client,Faible,client_133@gmail.com
PRJ-0333,Client_134,Projet de service 333,En cours,2027-02-22,-543,Pas encore débuté,Non,Attente de réponse client,Faible,client_134@gmail.com
PRJ-0334,Client_135,Projet de service 334,Finalisé,2027-02-25,-546,Terminé,Non,Aucune action,Aucune,client_135@gmail.com
PRJ-0335,Client_136,Projet de service 335,En attente,2027-02-28,-549,Pas encore débuté,Non,Attente de réponse client,Faible,client_136@gmail.com
PRJ-0336,Client_137,Projet de service 336,Suspendu,2027-03-03,-552,Pas encore débuté,Non,Attente de réponse client,Faible,client_137@gmail.com
PRJ-0337,Client_138,Projet de service 337,En cours,2027-03-06,-555,Pas encore débuté,Non,Attente de réponse client,Faible,client_138@gmail.com
PRJ-0338,Client_139,Projet de service 338,Finalisé,2027-03-09,-558,Terminé,Non,Aucune action,Aucune,client_139@gmail.com
PRJ-0339,Client_140,Projet de service 339,En attente,2027-03-12,-561,Pas encore débuté,Non,Attente de réponse client,Faible,client_140@gmail.com
PRJ-0340,Client_141,Projet de service 340,Suspendu,2027-03-15,-564,Pas encore débuté,Non,Attente de réponse client,Faible,client_141@gmail.com
PRJ-0341,Client_142,Projet de service 341,En cours,2027-03-18,-567,Pas encore débuté,Non,Attente de réponse client,Faible,client_142@gmail.com
PRJ-0342,Client_143,Projet de service 342,Finalisé,2027-03-21,-570,Terminé,Non,Aucune action,Aucune,client_143@gmail.com
PRJ-0343,Client_144,Projet de service 343,En attente,2027-03-24,-573,Pas encore débuté,Non,Attente de réponse client,Faible,client_144@gmail.com
PRJ-0344,Client_145,Projet de service 344,Suspendu,2027-03-27,-576,Pas encore débuté,Non,Attente de réponse client,Faible,client_145@gmail.com
PRJ-0345,Client_146,Projet de service 345,En cours,2027-03-30,-579,Pas encore débuté,Non,Attente de réponse client,Faible,client_146@gmail.com
PRJ-0346,Client_147,Projet de service 346,Finalisé,2027-04-02,-582,Terminé,Non,Aucune action,Aucune,client_147@gmail.com
PRJ-0347,Client_148,Projet de service 347,En attente,2027-04-05,-585,Pas encore débuté,Non,Attente de réponse client,Faible,client_148@gmail.com
PRJ-0348,Client_149,Projet de service 348,Suspendu,2027-04-08,-588,Pas encore débuté,Non,Attente de réponse client,Faible,client_149@gmail.com
PRJ-0349,Client_150,Projet de service 349,En cours,2027-04-11,-591,Pas encore débuté,Non,Attente de réponse client,Faible,client_150@gmail.com
PRJ-0350,Client_151,Projet de service 350,Finalisé,2027-04-14,-594,Terminé,Non,Aucune action,Aucune,client_151@gmail.com
PRJ-0351,Client_152,Projet de service 351,En attente,2027-04-17,-597,Pas encore débuté,Non,Attente de réponse client,Faible,client_152@gmail.com
PRJ-0352,Client_153,Projet de service 352,Suspendu,2027-04-20,-600,Pas encore débuté,Non,Attente de réponse client,Faible,client_153@gmail.com
PRJ-0353,Client_154,Projet de service 353,En cours,2027-04-23,-603,Pas encore débuté,Non,Attente de réponse client,Faible,client_154@gmail.com
PRJ-0354,Client_155,Projet de service 354,Finalisé,2027-04-26,-606,Terminé,Non,Aucune action,Aucune,client_155@gmail.com
PRJ-0355,Client_156,Projet de service 355,En attente,2027-04-29,-609,Pas encore débuté,Non,Attente de réponse client,Faible,client_156@gmail.com
PRJ-0356,Client_157,Projet de service 356,Suspendu,2027-05-02,-612,Pas encore débuté,Non,Attente de réponse client,Faible,client_157@gmail.com
PRJ-0357,Client_158,Projet de service 357,En cours,2027-05-05,-615,Pas encore débuté,Non,Attente de réponse client,Faible,client_158@gmail.com
PRJ-0358,Client_159,Projet de service 358,Finalisé,2027-05-08,-618,Terminé,Non,Aucune action,Aucune,client_159@gmail.com
PRJ-0359,Client_160,Projet de service 359,En attente,2027-05-11,-621,Pas encore débuté,Non,Attente de réponse client,Faible,client_160@gmail.com
PRJ-0360,Client_161,Projet de service 360,Suspendu,2027-05-14,-624,Pas encore débuté,Non,Attente de réponse client,Faible,client_161@gmail.com
PRJ-0361,Client_162,Projet de service 361,En cours,2027-05-17,-627,Pas encore débuté,Non,Attente de réponse client,Faible,client_162@gmail.com
PRJ-0362,Client_163,Projet de service 362,Finalisé,2027-05-20,-630,Terminé,Non,Aucune action,Aucune,client_163@gmail.com
PRJ-0363,Client_164,Projet de service 363,En attente,2027-05-23,-633,Pas encore débuté,Non,Attente de réponse client,Faible,client_164@gmail.com
PRJ-0364,Client_165,Projet de service 364,Suspendu,2027-05-26,-636,Pas encore débuté,Non,Attente de réponse client,Faible,client_165@gmail.com
PRJ-0365,Client_166,Projet de service 365,En cours,2027-05-29,-639,Pas encore débuté,Non,Attente de réponse client,Faible,client_166@gmail.com
PRJ-0366,Client_167,Projet de service 366,Finalisé,2027-06-01,-642,Terminé,Non,Aucune action,Aucune,client_167@gmail.com
PRJ-0367,Client_168,Projet de service 367,En attente,2027-06-04,-645,Pas encore débuté,Non,Attente de réponse client,Faible,client_168@gmail.com
PRJ-0368,Client_169,Projet de service 368,Suspendu,2027-06-07,-648,Pas encore débuté,Non,Attente de réponse client,Faible,client_169@gmail.com
PRJ-0369,Client_170,Projet de service 369,En cours,2027-06-10,-651,Pas encore débuté,Non,Attente de réponse client,Faible,client_170@gmail.com
PRJ-0370,Client_171,Projet de service 370,Finalisé,2027-06-13,-654,Terminé,Non,Aucune action,Aucune,client_171@gmail.com
PRJ-0371,Client_172,Projet de service 371,En attente,2027-06-16,-657,Pas encore débuté,Non,Attente de réponse client,Faible,client_172@gmail.com
PRJ-0372,Client_173,Projet de service 372,Suspendu,2027-06-19,-660,Pas encore débuté,Non,Attente de réponse client,Faible,client_173@gmail.com
PRJ-0373,Client_174,Projet de service 373,En cours,2027-06-22,-663,Pas encore débuté,Non,Attente de réponse client,Faible,client_174@gmail.com
PRJ-0374,Client_175,Projet de service 374,Finalisé,2027-06-25,-666,Terminé,Non,Aucune action,Aucune,client_175@gmail.com
PRJ-0375,Client_176,Projet de service 375,En attente,2027-06-28,-669,Pas encore débuté,Non,Attente de réponse client,Faible,client_176@gmail.com
PRJ-0376,Client_177,Projet de service 376,Suspendu,2027-07-01,-672,Pas encore débuté,Non,Attente de réponse client,Faible,client_177@gmail.com
PRJ-0377,Client_178,Projet de service 377,En cours,2027-07-04,-675,Pas encore débuté,Non,Attente de réponse client,Faible,client_178@gmail.com
PRJ-0378,Client_179,Projet de service 378,Finalisé,2027-07-07,-678,Terminé,Non,Aucune action,Aucune,client_179@gmail.com
PRJ-0379,Client_180,Projet de service 379,En attente,2027-07-10,-681,Pas encore débuté,Non,Attente de réponse client,Faible,client_180@gmail.com
PRJ-0380,Client_181,Projet de service 380,Suspendu,2027-07-13,-684,Pas encore débuté,Non,Attente de réponse client,Faible,client_181@gmail.com
PRJ-0381,Client_182,Projet de service 381,En cours,2027-07-16,-687,Pas encore débuté,Non,Attente de réponse client,Faible,client_182@gmail.com
PRJ-0382,Client_183,Projet de service 382,Finalisé,2027-07-19,-690,Terminé,Non,Aucune action,Aucune,client_183@gmail.com
PRJ-0383,Client_184,Projet de service 383,En attente,2027-07-22,-693,Pas encore débuté,Non,Attente de réponse client,Faible,client_184@gmail.com
PRJ-0384,Client_185,Projet de service 384,Suspendu,2027-07-25,-696,Pas encore débuté,Non,Attente de réponse client,Faible,client_185@gmail.com
PRJ-0385,Client_186,Projet de service 385,En cours,2027-07-28,-699,Pas encore débuté,Non,Attente de réponse client,Faible,client_186@gmail.com
PRJ-0386,Client_187,Projet de service 386,Finalisé,2027-07-31,-702,Terminé,Non,Aucune action,Aucune,client_187@gmail.com
PRJ-0387,Client_188,Projet de service 387,En attente,2027-08-03,-705,Pas encore débuté,Non,Attente de réponse client,Faible,client_188@gmail.com
PRJ-0388,Client_189,Projet de service 388,Suspendu,2027-08-06,-708,Pas encore débuté,Non,Attente de réponse client,Faible,client_189@gmail.com
PRJ-0389,Client_190,Projet de service 389,En cours,2027-08-09,-711,Pas encore débuté,Non,Attente de réponse client,Faible,client_190@gmail.com
PRJ-0390,Client_191,Projet de service 390,Finalisé,2027-08-12,-714,Terminé,Non,Aucune action,Aucune,client_191@gmail.com
PRJ-0391,Client_192,Projet de service 391,En attente,2027-08-15,-717,Pas encore débuté,Non,Attente de réponse client,Faible,client_192@gmail.com
PRJ-0392,Client_193,Projet de service 392,Suspendu,2027-08-18,-720,Pas encore débuté,Non,Attente de réponse client,Faible,client_193@gmail.com
PRJ-0393,Client_194,Projet de service 393,En cours,2027-08-21,-723,Pas encore débuté,Non,Attente de réponse client,Faible,client_194@gmail.com
PRJ-0394,Client_195,Projet de service 394,Finalisé,2027-08-24,-726,Terminé,Non,Aucune action,Aucune,client_195@gmail.com
PRJ-0395,Client_196,Projet de service 395,En attente,2027-08-27,-729,Pas encore débuté,Non,Attente de réponse client,Faible,client_196@gmail.com
PRJ-0396,Client_197,Projet de service 396,Suspendu,2027-08-30,-732,Pas encore débuté,Non,Attente de réponse client,Faible,client_197@gmail.com
PRJ-0397,Client_198,Projet de service 397,En cours,2027-09-02,-735,Pas encore débuté,Non,Attente de réponse client,Faible,client_198@gmail.com
PRJ-0398,Client_199,Projet de service 398,Finalisé,2027-09-05,-738,Terminé,Non,Aucune action,Aucune,client_199@gmail.com
PRJ-0399,Client_200,Projet de service 399,En attente,2027-09-08,-741,Pas encore débuté,Non,Attente de réponse client,Faible,client_200@gmail.com
PRJ-0400,Client_1,Projet de service 400,Suspendu,2027-09-11,-744,Pas encore débuté,Non,Attente de réponse client,Faible,client_1@gmail.com
PRJ-0401,Client_2,Projet de service 401,En cours,2027-09-14,-747,Pas encore débuté,Non,Attente de réponse client,Faible,aminejemni181@gmail.com
PRJ-0402,Client_3,Projet de service 402,Finalisé,2027-09-17,-750,Terminé,Non,Aucune action,Aucune,client_3@gmail.com
PRJ-0403,Client_4,Projet de service 403,En attente,2027-09-20,-753,Pas encore débuté,Non,Attente de réponse client,Faible,client_4@gmail.com
PRJ-0404,Client_5,Projet de service 404,Suspendu,2027-09-23,-756,Pas encore débuté,Non,Attente de réponse client,Faible,client_5@gmail.com
PRJ-0405,Client_6,Projet de service 405,En cours,2027-09-26,-759,Pas encore débuté,Non,Attente de réponse client,Faible,client_6@gmail.com
PRJ-0406,Client_7,Projet de service 406,Finalisé,2027-09-29,-762,Terminé,Non,Aucune action,Aucune,client_7@gmail.com
PRJ-0407,Client_8,Projet de service 407,En attente,2027-10-02,-765,Pas encore débuté,Non,Attente de réponse client,Faible,client_8@gmail.com
PRJ-0408,Client_9,Projet de service 408,Suspendu,2027-10-05,-768,Pas encore débuté,Non,Attente de réponse client,Faible,client_9@gmail.com
PRJ-0409,Client_10,Projet de service 409,En cours,2027-10-08,-771,Pas encore débuté,Non,Attente de réponse client,Faible,client_10@gmail.com
